Gene,Anastrozole,Abiraterone,Bexarotene,Metformin,Dexamethasone,Cigarette smoke,Harman,Plx4032,Atorvastatin,Vemurafenib,Trastuzumab,Gatifloxacin,"2,3,7,8-tetrachlorodibenzo-p-dioxin",Formoterol,Ubiquinol,Temozolomide,Hodgkin lymphoma,Pimecrolimus,Chlorpyrifos,Letrozole,Tibolone,Diclofenac,Cadmium,Colchicine,Propofol,Sevoflurane,Nsc319726,Nvp-tnks656,Gefitinib,Estradiol,"Dmnq   (2,3-dimethoxy-1,4-naphthoquinone)",Mercury,Chromium,Metoprolol,Imatinib,Doxorubicin,Apratoxin a,Hydroxyzine,Ribavirin,Sorafenib,Argyrin a,Lysophosphatidic acid,Adenosine triphosphate,Torcetrapib,Nickel,Deferasirox,Alfacalcidol,Plx4720,Fluorouracil,Epz004777,Chlorambucil,Thapsigargin,Bpde,"2,2',4,4',5,5'-hexachlorobiphenyl   (pcb-153)",Phenol,Nilotinib,Quercetin,Imatinib (glivec),Luteolin,Nitric oxide,Phorbol 12-myristate 13-acetate (pma),Bortezomib,"3,3',4,4'-tetrachlorobiphenyl",Foretinib,Neocarzinostatin,R1881,Mk-886,Fenretinide,Telapristone acetate,Testosterone,Curcumin,Cediranib,Vx,"Puromycin, 2xec50, 3 d",Mek inhibitor (meki : azd6244),"Puromycin, ec50, 3 d",Triiodothyronine-[13c6] hydrochloride (t3 thyronine),Sapphyrin pci-2050 (2.5 &icirc;&frac14;m),"1,25 dihydroxyvitamin d",Paclitaxel,Isotretinoin,Folic acid,"2,3-dimethoxy-1,4-naphtoquinone (dmnq)",Mesalazine,Levofloxacin,Heregulin,Lmp-420,Mycophenolic acid,Lipopolysaccharide,Ethanol,Azathioprine,Fluticasone,Aplidin,Celecoxib,Resveratrol,4-hydroxytamoxifen,Cholestyramine,Actinomycin d,Grepafloxacin,Cocaine,Citalopram,"1,2,4-benzenetriol",Bisphenol a,Aminolevulinic acid,Calcitriol,Sirolimus,Sb 216763,Cyfluthrin,Dasatinib,Androstanolone,Carboplatin,Sapphyrin pci-2050 (1.25 &icirc;&frac14;m),Carboplatin (30 h),Carboplatin (24 h),Carboplatin (36 h),Methylphenidate,Laminin,Vanadium pentoxide,Cytarabine,"Puromycin, 2xec50, 1d","Puromycin, ec50, 5 d","Puromycin, ec50, 1 d",Hydrocortisone,Hypochlorous acid,Decitabine,Y15,Azacitidine,Methotrexate,Zinc acetate,Arsenic,"2,3,7,8-tetrachlorodibenzo-p-dioxin (tcdd)",Cisplatin,Insulin,Motexafin gadolinium (4 h),Arachidonic acid,Promegestone,Doxycycline,Fgfr-specific pd173074 inhibitor,Antimony,Mln4924,Sangivamycin (nsc 65346),Gamma-tocotrienol,Pioglitazone,Tretinoin,Cycloheximide,Ciprofloxacin,Motexafin gadolinium,Nicotine,Sulforaphane
CXCL8,6440.33,317.78,7916.07,76661.3,552.17,34201.76,3593.36,5086.13,210.28,4611.87,2073.87,1595.44,10630.5,3025.74,26578.98,30484.08,966.1,460.22,446.89,38366.76,919.07,17454.48,744885.11,3696.36,26884.3,75460.01,14615.61,240.14,600583.17,305.66,151650.19,805498.58,552227.96,3985.07,6866.81,28180.42,941.63,219099.26,40571.46,6415.87,3005.0,96222.87,5528.19,878.84,482275.43,2701.14,4788.06,5047.58,104816.9,305.93,105068.15,155.09,40638.87,9890.75,441512.39,5017.35,9287.16,5853.58,7659.01,393135.39,375.78,9028.42,126267.69,2419.11,857.6,332.62,1050.36,947.61,672.19,312.65,205267.04,4845.39,10168.19,40654.61,6826.67,40843.39,746.44,34926.62,24679.57,3941.89,1231.25,6932.24,148939.46,89714.74,10778.15,93743.74,829.66,235599.17,8883.81,370944.88,9532.28,156.4,524.8,5382.12,5287.39,253.12,16644.03,1354.15,2936.44,24654.69,4156.77,123160.6,122373.23,220947.16,56.74,691.83,19829.13,579.21,4966.21,775.13,100636.93,35559.89,16165.78,16130.33,16130.33,47477.75,7025.09,531679.12,58104.47,40654.5,71832.84,45471.91,3386.94,397194.07,36084.79,111.48,54570.4,2013.01,140829.63,489709.95,1620990.13,228517.71,65200.62,52520.98,34531.58,5549.13,3291.84,21876.36,607794.74,3657.65,11142.23,2022.44,11565.4,3508.12,9439.37,15082.5,51932.18,7242.32,129556.54
CALM1,3310.24,101.76,6714.76,38401.33,474.31,20317.16,1608.53,4363.91,152.18,3955.23,497.47,1046.61,10293.46,1417.34,16748.67,17314.5,592.62,409.66,210.93,23839.78,782.45,10112.36,470041.98,3060.21,3395.51,31086.37,11347.11,195.84,549500.26,266.31,152032.53,543214.91,295513.49,1971.29,3817.54,17084.6,552.27,155011.21,33267.2,3211.19,2136.13,91789.13,3581.07,727.67,245977.8,1893.15,4231.46,4768.63,43336.67,122.55,112687.23,111.35,24176.46,2183.11,186142.23,4514.42,3418.82,3033.17,3144.43,196731.39,317.63,5520.3,57101.76,1532.16,351.83,244.26,155.09,70.34,508.39,268.32,186798.49,3075.64,6408.27,37288.02,6609.96,37457.35,650.91,26683.23,22301.03,4003.5,930.55,2687.4,149597.63,62847.45,11556.99,77944.31,596.33,121825.53,8855.9,178208.86,4436.97,79.29,536.55,4164.87,3852.18,172.8,12071.5,1187.33,1081.28,27429.98,2008.41,42478.48,57311.78,125193.13,23.51,499.16,13030.88,125.95,3163.23,676.12,49141.72,27251.61,8803.86,8772.06,8772.06,28140.43,4404.33,282718.32,39036.54,37287.92,65471.97,41614.1,1447.63,212803.31,22552.88,71.24,38883.08,1280.33,71409.82,285361.48,1498150.38,226323.18,49684.52,54069.43,26370.95,2484.59,2707.28,24908.34,345094.43,3100.47,7364.87,1288.02,12609.36,3134.27,7064.27,16922.46,53540.59,2891.2,69908.48
MNDA,10305.84,494.0,8935.5,46783.98,531.24,57273.41,4553.81,6471.01,461.72,6011.94,3045.95,2292.05,14339.21,12678.94,38887.23,55656.27,1162.61,426.49,1122.98,53949.93,985.67,14825.76,599747.48,3708.97,44306.33,48802.75,18900.51,336.2,548773.1,309.71,153564.86,700915.13,417806.19,4745.37,7221.32,39460.58,1209.35,287143.79,54250.41,8341.13,5279.24,121469.85,10072.18,966.34,333495.67,5698.71,4724.14,6270.59,80062.61,2837.92,127026.14,172.38,61690.3,22302.38,331448.48,5493.03,12290.46,5956.55,11622.06,219124.54,455.74,9334.27,185828.13,4759.53,2605.24,412.85,2658.1,8665.61,695.22,321.73,272427.0,6325.9,10115.75,59781.78,7232.78,59947.96,691.56,46947.79,22468.6,4005.71,1163.03,16319.77,151174.33,98334.03,11635.1,113297.75,1889.47,316852.75,9909.2,191437.09,18080.28,254.18,938.78,9193.97,6137.05,483.18,26090.37,1305.49,4505.87,28730.89,11100.74,79779.49,160450.08,141421.35,160.9,790.44,17372.87,2296.87,6529.61,663.53,73572.38,47505.53,23517.0,23485.83,23485.83,57001.71,12232.89,290515.28,82739.95,59781.68,87568.58,64028.28,5487.35,217777.15,47273.11,323.23,80797.84,4626.83,174790.02,331830.9,1497415.89,264762.47,85628.52,60386.14,36857.04,14649.98,3417.79,22284.92,478731.55,4398.88,16643.7,2387.96,13390.12,3185.23,13666.44,15080.85,59867.54,7151.85,86053.94
AQP9,2673.47,133.0,7235.11,22595.37,516.23,17741.56,1098.63,4551.67,125.12,4113.73,585.82,930.3,4262.51,1731.76,11034.66,11471.42,636.72,443.6,136.77,14330.28,857.81,6664.4,376158.8,2201.69,7430.66,18395.35,8781.57,184.11,583494.98,283.34,108217.03,393014.88,206332.47,1610.67,3893.82,11169.11,487.34,115329.33,20995.28,2810.47,1803.76,73443.94,3034.85,783.21,160237.57,1958.12,4497.11,4194.48,33809.02,118.89,82186.58,124.08,20326.66,2472.89,135856.48,5009.53,2870.15,3092.95,3420.29,116549.7,316.07,4809.92,42317.17,759.47,331.85,264.11,255.52,75.14,479.85,292.87,142165.18,2696.98,4292.49,25828.01,6837.24,26011.61,692.82,15807.7,23991.15,2867.66,887.04,2942.81,105579.49,37905.69,6968.46,71330.43,649.04,97758.16,6772.86,105119.85,2501.48,67.55,440.91,4276.6,4163.0,151.03,9421.52,1286.93,980.41,19240.16,1291.64,39870.35,69968.26,75878.17,28.55,540.36,9445.26,207.75,2582.13,696.4,16854.68,16423.63,5308.81,5274.34,5274.34,17377.57,4254.39,160658.61,28126.17,25827.9,56252.42,30516.35,1416.9,128718.51,15534.2,92.63,25387.43,1181.63,50559.53,187734.89,1583825.55,172184.82,36717.6,38704.12,19407.37,2577.2,2823.52,17787.93,236018.37,3327.68,4846.96,1371.81,7097.02,3377.87,5915.33,10606.66,38131.4,1690.91,45539.88
VNN2,2919.42,173.54,6902.1,21392.73,491.53,17894.87,1507.66,4576.71,193.31,4212.63,745.53,1068.43,7971.04,1804.45,15969.39,16563.51,675.37,421.26,218.4,22709.53,833.89,6996.87,389659.39,2662.61,14386.48,15226.57,10173.63,194.65,558855.3,269.25,134752.1,449607.47,218439.54,1647.26,4569.94,13674.96,708.27,141630.57,29957.04,2967.4,2176.25,86364.86,3630.9,745.91,169859.04,2013.72,4323.23,4188.56,32947.02,147.24,105021.01,122.24,22555.13,3642.06,133688.07,4924.79,3085.28,3841.44,3243.17,118314.92,319.25,5206.25,48417.33,985.84,440.88,254.13,327.42,190.96,498.01,279.61,163578.22,3310.71,4851.29,32956.46,7051.66,33129.79,661.59,21912.2,22915.79,3963.83,889.68,3153.34,132261.76,48850.98,9886.37,74057.22,716.18,119126.93,7122.64,102300.63,3223.61,128.07,707.1,4298.75,3953.85,198.68,11026.13,1256.95,1028.5,24260.64,1665.45,36144.47,86085.08,69342.25,35.65,534.33,9824.35,271.45,3507.24,666.95,21660.05,22493.77,8142.86,8110.33,8110.33,21199.49,4392.71,165820.09,37287.58,32956.36,61816.73,37381.79,1709.27,130988.56,19239.52,138.17,32882.85,1193.28,58623.08,203799.01,1521984.92,208860.38,45684.71,47958.96,26724.12,2789.45,2934.16,22693.57,257936.38,3180.68,6180.84,1341.0,10754.31,3211.27,7260.13,13511.89,47417.88,1784.99,49304.86
GPR65,1950.32,123.06,6072.82,9924.2,425.76,16296.13,898.29,4437.53,111.0,4071.46,586.31,725.16,5609.56,1483.82,11455.44,11939.06,555.11,367.37,139.71,15598.76,701.01,2121.16,298068.15,1814.25,14317.74,9256.04,9352.09,131.27,507788.35,231.65,108935.36,337515.23,143844.19,1295.0,4177.04,11715.97,462.37,121584.99,20797.94,2614.9,1652.64,67575.57,3187.37,659.27,97774.82,1762.91,3721.65,4001.77,11943.89,108.57,86275.04,92.15,21867.12,2682.53,83119.85,4980.68,2634.84,3590.99,3226.33,54595.35,241.05,3487.37,43758.42,854.78,355.54,215.71,234.86,93.35,407.38,236.4,138257.24,2883.23,2704.49,28791.88,6500.69,28944.36,573.11,18269.85,20284.17,2734.2,704.56,2687.67,106740.43,33822.8,8306.11,65653.91,539.31,102827.18,7230.8,40315.13,1164.36,68.58,434.73,3762.66,3471.56,113.95,8909.75,1074.01,351.5,18699.9,1592.63,25470.96,79720.34,46056.07,26.66,473.48,8356.4,147.65,3042.41,577.06,5388.55,18781.77,4424.77,4396.16,4396.16,15776.16,4068.81,112990.31,29975.41,28791.79,54458.64,32691.42,1302.86,64518.74,14344.81,80.63,26274.77,901.02,47577.61,130040.69,1392251.54,173346.16,37933.92,38312.22,18242.73,2152.69,2377.79,17785.07,179603.61,2803.0,4352.51,1245.22,8818.72,2837.06,5548.25,9969.62,37835.51,1141.56,36712.5
LTB,5919.94,129.5,7650.7,36596.81,546.81,19846.82,2826.67,4752.62,481.05,4170.95,639.12,2137.41,8743.1,1877.2,13959.71,14705.66,681.71,468.19,417.88,19583.75,933.02,13430.99,421597.38,3728.32,10814.48,31566.11,10963.22,456.27,600788.35,325.09,130837.21,459400.55,244012.6,2810.01,4877.76,12736.64,886.66,131706.23,30858.0,6242.51,2107.91,86665.28,3515.92,840.29,192543.64,2210.2,5195.65,5597.84,46259.25,156.35,99458.02,223.23,22113.09,2450.88,141994.4,4825.93,6809.05,3193.09,3893.57,149165.6,592.63,9294.14,48282.71,1243.25,460.82,297.73,210.35,77.25,628.09,337.23,154137.7,3216.16,9780.06,31958.67,7450.35,32148.41,783.92,20160.56,25185.52,3296.9,1421.08,3658.87,128110.32,58496.05,9765.61,78423.03,937.13,103370.24,7734.05,136454.07,10488.13,122.8,1101.06,4592.02,4718.83,385.74,10950.12,1372.67,6119.99,22618.84,1557.38,44896.78,69328.66,108958.7,41.15,571.23,18143.48,505.85,2875.7,773.73,87104.84,20797.33,13845.84,13810.19,13810.19,23133.37,6994.3,211896.16,34312.56,31958.55,63299.25,36804.17,1559.07,162912.74,22333.35,157.95,34464.21,4269.47,70541.02,227487.61,1624064.47,207680.97,43188.39,46179.56,27381.79,3415.83,3185.34,20486.61,278660.52,3509.8,8186.69,1341.4,10281.1,3556.02,8617.28,13437.19,45586.94,3842.28,56559.46
ACTA1,5548.18,346.93,8981.7,26112.87,539.01,32260.14,3067.51,5990.21,240.8,5551.97,2654.51,1514.21,10455.53,10545.21,29931.01,35055.05,1118.2,428.33,914.54,33511.33,1005.44,6154.15,504715.02,2343.3,40783.93,26615.47,14240.98,172.77,568176.98,301.8,123011.0,552916.54,327803.69,3651.99,6522.86,23861.66,927.56,215087.39,30979.64,5816.07,4271.41,92587.91,7828.04,845.84,254895.58,3110.47,4414.59,5250.66,50669.22,3109.91,101932.04,118.11,40938.78,21430.35,245490.3,5397.97,8403.56,5898.84,9432.17,160105.86,298.65,5245.23,129245.36,3770.01,1238.18,436.51,2312.83,8036.57,646.5,306.32,209644.27,5808.2,4185.28,41653.16,6504.95,41828.3,668.24,29957.71,23110.19,3081.61,879.52,11744.68,120492.69,62164.55,8755.26,93488.74,1441.68,250347.81,7422.26,134188.91,10724.13,142.73,531.18,7039.57,5035.24,201.46,17000.29,1277.42,964.58,21577.52,8031.73,55196.18,142764.99,85691.05,89.55,664.99,12552.14,2023.99,6283.88,672.35,24744.89,30545.34,12119.43,12086.57,12086.57,31400.64,7875.7,213399.31,58706.77,41653.06,70875.66,46125.91,4870.18,157909.11,28370.78,199.7,53178.86,2377.13,115023.4,260109.64,1546434.54,203990.13,59751.2,45985.58,26554.28,13161.61,3022.09,18630.36,375101.52,3711.87,9132.16,2232.8,10710.5,3276.16,9453.64,11374.25,45439.32,4131.58,64565.5
SPARC,9334.42,393.88,7746.05,40753.27,485.32,37642.16,4298.98,6393.36,538.48,5924.37,2410.47,2384.27,10773.96,7614.91,30283.74,33428.14,999.42,391.02,556.72,37480.44,917.69,12137.07,530287.14,4191.3,37738.35,35009.23,14712.59,473.72,518747.31,276.41,139121.32,620240.81,359659.03,4619.86,7418.98,26345.05,1187.93,224538.71,40528.93,8611.81,3754.59,101940.9,7886.54,788.8,289211.57,3360.23,4548.09,6895.41,67827.47,1041.42,112100.36,204.68,40634.82,17141.29,276767.41,5405.18,9574.04,5945.76,8743.03,194297.83,585.06,7767.72,131439.6,3070.1,1412.45,330.57,2135.38,3457.59,645.08,289.06,213860.46,6245.11,10328.56,43157.93,7976.29,43312.72,670.43,33053.15,21370.54,3903.46,1436.89,10325.27,136897.16,77362.78,9797.31,88196.19,1250.63,238953.86,8571.49,171490.76,18090.92,218.23,1174.74,5808.46,4905.06,462.55,18210.92,1205.53,4636.39,25189.01,6910.3,64020.73,126829.26,106551.11,114.86,670.28,15807.86,1683.17,6660.48,654.04,115251.36,33572.83,21531.96,21502.93,21502.93,37215.91,7693.63,243565.27,57195.91,43157.84,69154.47,47109.93,4212.51,198409.71,32133.25,295.97,54673.25,3071.52,130664.56,293603.04,1410530.5,240413.25,65510.54,52731.59,31167.14,12873.26,3114.07,21185.37,412984.01,3367.78,10558.09,2141.97,11735.36,2989.97,10410.84,15172.62,52248.55,5152.84,73547.71
WLS,2029.91,104.72,6773.18,8245.14,476.34,13874.01,914.74,4427.04,131.06,3987.61,505.02,771.41,4873.52,1407.76,10902.15,10721.57,572.39,413.58,123.37,14365.73,790.37,3130.86,309038.21,1771.11,6285.64,11254.09,9395.74,148.5,557142.07,260.4,115355.02,354164.04,140038.47,1392.93,3576.88,10311.23,454.67,120318.26,20688.4,2443.63,1566.62,73269.95,3103.92,728.48,93518.33,1782.67,4150.52,4348.12,12211.5,107.63,92442.27,105.25,19690.11,2258.43,72862.68,4881.7,2243.51,2874.27,2894.99,53126.57,272.04,3831.53,37989.08,907.95,302.12,239.42,164.9,53.18,440.34,265.63,146796.63,2759.31,2652.18,29033.32,6457.56,29205.14,644.9,16672.58,22659.44,2706.59,787.62,2580.54,112882.21,35561.43,7442.93,69477.44,589.36,96425.87,6080.99,39928.96,851.76,57.23,400.81,3953.86,3799.35,118.53,8244.88,1203.38,413.1,18605.54,1140.45,19937.19,67774.37,51051.81,24.04,497.91,8315.37,110.99,2551.86,649.05,5026.98,17249.03,3681.01,3648.79,3648.79,15137.8,4298.14,123987.58,29199.06,29033.22,57782.67,33426.1,1303.43,66747.8,13884.65,79.81,25925.91,1001.66,42858.05,128507.42,1518808.49,184645.6,37403.84,38893.95,15619.9,2262.24,2613.86,17951.56,175180.28,3115.43,4362.48,1120.75,8422.8,3186.45,5340.65,9852.54,38357.45,1281.02,31303.87
ACTG2,4580.2,288.77,8692.23,16596.45,520.15,23161.46,2382.72,5647.68,202.85,5221.49,1869.33,1135.88,9518.95,7384.61,25674.72,24173.03,909.85,429.15,411.84,27561.89,904.43,5078.04,424951.1,2297.29,27465.5,18902.37,12392.17,163.52,571488.9,287.78,123289.1,471114.32,250708.98,2535.42,6513.83,18718.32,838.43,180263.32,26803.72,5372.48,3829.68,89380.96,6212.05,811.65,185515.59,2302.19,4374.19,4830.85,34957.08,1701.74,101164.34,114.43,31723.85,16708.58,174007.84,5297.68,6780.08,5908.79,7433.71,109464.24,290.54,4839.49,97526.28,3192.18,771.38,337.33,1836.83,4189.56,583.06,293.07,185089.71,5342.7,3566.96,36223.75,6534.15,36400.43,668.5,25648.34,23220.57,3112.49,852.19,7948.71,120748.79,53495.84,8636.2,86023.91,1113.54,194517.41,7156.74,87966.91,8114.34,113.86,565.53,5195.25,4429.09,166.12,12742.02,1271.11,813.59,20967.71,5930.28,36714.62,106435.14,68470.27,59.91,623.7,10161.55,1221.93,6202.75,673.48,14281.39,26241.39,7999.57,7966.41,7966.41,24214.04,5539.86,158896.72,46427.0,36223.65,65655.24,40735.78,3226.95,115136.6,22350.16,155.06,41623.12,1673.96,88137.34,202575.38,1552552.97,194208.83,53809.96,44726.11,24601.0,12084.26,2956.23,18861.13,295948.76,3441.94,6203.0,1659.23,10881.18,3281.55,7251.24,11351.45,44174.96,3568.37,51088.93
SEPT2,7172.79,434.98,7881.53,43769.09,547.03,43497.5,2602.41,5940.74,441.66,5449.0,2372.87,1880.63,10504.82,4468.21,32196.23,39025.16,1018.61,445.6,464.5,42734.1,963.18,14099.8,564441.51,3386.57,33802.81,40337.11,14601.86,310.2,581548.29,300.06,132607.73,624545.28,381650.35,3481.78,6957.44,31373.41,1107.02,240327.87,44294.06,7857.24,3202.93,97893.44,7402.0,898.59,302941.89,4243.4,4849.1,5814.17,65308.41,663.09,101515.55,162.47,48114.31,17803.73,296490.83,5467.67,9503.76,5800.01,8210.22,202020.07,439.49,8768.15,152465.13,3002.06,1606.35,360.11,1442.2,1999.92,657.67,316.25,225640.01,6072.28,9515.52,44224.12,6932.28,44403.9,713.7,37315.73,23825.54,3956.45,1121.28,9822.23,130022.76,80537.28,10148.75,99171.62,1145.62,259056.9,8960.45,179550.56,11156.06,191.81,1055.23,6491.92,5769.83,346.53,20114.92,1337.16,4824.21,25175.01,6247.73,71368.38,140399.21,117422.81,97.31,707.88,17152.65,945.62,6022.58,708.86,57305.17,37919.27,18962.87,18929.1,18929.1,44606.25,9743.74,244433.76,64537.41,44224.01,74072.0,48815.38,4399.97,203464.87,37974.07,223.38,59358.56,3071.98,149898.1,300774.18,1572280.68,221967.75,70503.65,51105.76,31258.54,9370.98,3269.4,20567.24,431291.88,3901.18,13522.8,1955.7,10802.99,3380.06,11377.54,14207.02,50544.17,5524.48,70974.04
COL1A2,6081.88,430.09,7270.66,64142.37,522.63,28070.71,2066.4,5303.38,387.36,4920.81,6358.6,1872.46,6163.58,3895.2,20928.7,22479.44,942.13,433.45,341.07,24727.52,926.5,16836.83,510888.42,3900.88,55716.18,42752.19,11521.27,400.64,570445.82,290.49,118852.96,530530.13,342262.18,3290.67,6642.36,19014.52,1329.02,154735.42,29722.82,6285.45,3388.71,82872.92,5200.49,853.23,283187.85,2773.17,4672.41,5487.06,97327.4,142.03,91615.62,176.88,30585.19,16951.49,270484.22,4332.97,10687.73,5348.24,7435.74,210725.77,526.59,10413.3,81676.14,813.82,1032.5,294.05,1715.73,314.32,571.37,317.59,160573.89,4040.3,11034.37,30387.12,7082.96,30562.28,701.72,23693.79,23394.6,3157.96,1216.97,8716.5,116333.62,63552.16,7758.16,78736.95,994.6,197495.98,7553.37,183863.49,12920.28,150.24,709.44,5395.41,5761.22,347.97,15129.32,1279.51,5250.2,20599.03,4371.32,111324.5,159775.75,133483.05,70.03,708.54,16269.51,1586.64,4341.29,705.38,72892.74,24281.51,24690.1,24657.23,24657.23,33861.9,7266.77,252698.08,38784.94,30387.02,59561.22,34862.3,7048.56,207680.02,28524.81,207.19,39654.77,4599.04,103706.06,293893.77,1544072.48,197334.73,49189.19,42450.53,26511.38,5481.51,3082.22,18014.0,374839.23,3452.24,9434.07,2062.79,7755.79,3308.1,8739.26,12048.38,41903.54,6538.47,115026.71
CCL3L3,6207.1,159.34,7185.69,48457.76,524.55,27567.0,2941.29,5372.03,689.07,4515.43,997.52,2705.21,9537.25,2184.47,16225.28,20572.29,725.18,459.69,697.21,23598.22,919.31,15944.88,466998.32,4881.31,23739.45,43060.13,11298.22,458.11,563686.78,345.32,132126.5,514028.18,295130.03,2658.48,6396.71,17748.24,1523.32,157837.65,38591.76,7842.28,2650.77,88184.73,3836.86,808.82,238344.28,2540.69,5107.86,6126.03,59790.04,185.04,98221.68,287.74,27778.58,3553.01,208830.87,4966.1,9911.8,4005.36,5558.35,178346.04,582.41,12400.69,74081.99,1143.62,655.84,308.17,316.84,116.26,825.63,404.3,162737.27,3583.79,13298.92,32951.03,7160.65,33124.02,743.25,23899.95,23142.62,3646.82,1231.96,5360.06,129639.71,70793.98,9760.45,77695.52,1127.2,152071.84,8324.85,163365.57,11826.82,177.37,1833.2,4917.58,5965.8,441.22,12812.96,1314.47,9478.52,24804.58,2052.99,78761.18,95111.37,130899.51,45.85,581.08,21380.57,667.88,3213.46,696.29,78151.8,24480.51,18581.95,18549.47,18549.47,30217.13,8887.49,265068.93,41890.77,32950.93,61718.84,37369.65,1781.99,184596.92,28539.63,147.91,42341.3,6468.05,95684.01,258078.66,1519165.82,199411.3,49799.7,46787.34,37129.33,4184.74,3347.39,22113.82,333987.53,3316.39,12301.4,1623.58,10125.57,3259.02,12004.3,15745.81,46247.45,8072.02,81904.55
SPINK1,4030.89,146.05,7275.14,35751.53,529.02,19657.83,1832.55,4805.75,370.13,4268.22,714.38,1535.13,10142.39,1877.54,15573.62,18001.13,696.38,452.82,359.07,23646.27,879.02,12374.16,419023.56,3162.04,15550.68,28271.84,10533.4,279.49,579161.02,309.56,130893.81,465817.29,240286.66,1998.83,4893.49,16146.22,871.29,143331.17,33511.55,4973.24,2620.96,84149.12,3344.45,789.07,189565.98,2174.2,4717.36,4664.98,41253.26,157.31,98190.38,165.39,24376.71,3144.15,159889.66,4918.33,6237.39,3615.47,4380.86,138597.25,409.09,8123.73,56975.64,1447.42,522.17,278.1,287.53,101.99,594.29,324.33,158283.42,2982.82,9175.51,32012.49,6854.38,32192.75,709.35,23649.49,23705.93,3844.65,1008.63,4177.05,128302.22,56370.13,10559.44,78097.54,781.65,126682.64,8253.82,123250.91,7711.34,129.84,1423.21,4515.68,4758.02,264.56,11472.58,1307.95,5180.68,23902.66,2030.07,50189.49,87969.0,95041.69,38.34,562.54,13955.28,357.82,3152.35,697.97,47813.97,24254.51,12072.11,12038.25,12038.25,24535.8,6649.77,174196.14,38283.28,32012.39,61920.33,36616.02,1651.08,149621.84,24292.46,137.28,37635.71,3542.09,74690.31,220764.37,1568726.43,202370.63,45915.12,46567.16,29697.69,3218.75,3004.43,21600.32,283080.88,3328.55,9277.59,1429.61,10918.18,3347.29,9517.05,14725.33,46004.08,3549.7,61088.77
EPHX1,5414.25,387.24,8435.47,23833.53,512.55,34893.29,3014.52,5907.46,257.47,5518.32,2475.59,1498.96,9043.13,9609.47,28570.09,33441.42,1041.95,403.43,842.18,33910.25,982.37,6512.51,476992.61,2447.69,43344.89,25357.23,13416.46,170.47,539277.96,286.23,121633.41,541487.33,306685.93,3377.84,6420.63,24036.43,936.73,207194.84,31685.89,5918.44,3833.36,92743.96,6407.49,822.08,236819.29,3356.91,4182.81,5329.9,53544.91,2699.62,98149.32,121.17,41412.54,21634.17,231748.59,5314.1,7188.08,5757.48,7884.24,145828.77,288.58,5151.89,124244.7,3628.1,1167.69,449.11,2341.98,6463.66,645.02,294.82,200092.29,5827.97,4686.89,40454.09,6556.74,40618.45,632.25,29778.4,21827.67,3372.85,844.79,10016.5,119269.9,62659.88,8881.14,90150.3,1397.11,247161.26,7235.89,118951.66,11112.17,147.96,628.22,6468.64,4476.91,226.49,16966.2,1207.95,1277.11,21836.35,7081.72,54652.14,145329.6,75363.93,88.14,615.77,12799.97,2017.51,6087.18,633.08,24308.26,30329.57,12330.51,12299.69,12299.69,30962.68,7759.08,194875.36,56038.45,40453.99,67919.49,44653.32,4221.65,140605.59,27250.27,242.61,52243.64,2091.43,109324.63,242695.23,1472679.04,202044.26,57976.32,43998.67,26052.97,12459.28,2985.04,18842.41,356182.81,3597.23,8604.15,2238.28,10449.72,3085.94,9139.99,11433.44,43486.53,3798.67,60539.58
GGH,4174.86,121.78,7359.49,37292.28,521.86,17833.15,1926.5,4741.92,335.51,4212.69,613.76,1394.49,8766.77,1623.45,14206.43,15506.26,658.33,454.53,288.6,19725.4,916.64,12886.85,415277.57,2367.78,10941.52,28887.42,10064.2,273.66,582463.46,296.15,123198.13,447950.77,239319.95,2043.63,4219.71,14382.09,903.11,127427.93,31222.06,4806.71,2526.68,80495.98,3225.45,781.69,193129.47,2091.19,4690.35,4675.2,46301.53,146.66,93076.09,162.31,22119.27,2646.04,159044.22,4699.97,4804.24,2964.12,4284.76,149011.84,404.75,7799.4,47680.49,1339.24,451.54,277.8,210.75,70.17,568.52,315.44,153510.97,2764.84,8479.77,29942.96,7039.98,30125.3,718.91,20942.6,24053.01,3605.26,1043.86,4103.7,120577.75,54869.06,9610.83,76054.85,786.83,110297.95,7969.21,135462.3,7061.74,108.27,1374.65,4519.32,4599.91,237.97,10784.63,1329.48,4521.1,22400.69,1767.22,47209.83,76401.38,101457.88,41.15,545.09,12995.85,260.64,2767.76,707.46,56326.86,21554.24,11349.51,11315.29,11315.29,23732.86,6069.33,181650.48,34149.05,29942.85,60223.79,34600.03,1489.31,161170.52,22714.43,138.28,33919.52,2697.19,67163.21,224424.16,1578937.75,191218.19,41353.36,43567.81,25960.18,3119.51,3045.53,20215.9,276576.06,3350.68,10296.19,1375.62,9949.95,3385.66,9527.18,13417.15,42998.71,3629.09,58324.65
